2026-02-26 06:22:23 | INFO     | Scheduler PFE démarré
2026-02-26 07:00:08 | INFO     | 7 nouveau(x) email(s) trouvé(s) dans INBOX
2026-02-26 07:00:09 | INFO     | Déconnexion propre réussie
2026-02-26 07:00:57 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:00:59 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:01:00 | INFO     | 7 nouveau(x) email(s) trouvé(s) dans INBOX
2026-02-26 07:01:00 | INFO     | Déconnexion propre réussie
2026-02-26 07:01:37 | INFO     | Scheduler PFE démarré
2026-02-26 07:01:37 | INFO     | Intervalle : 1 minute(s)
2026-02-26 07:01:37 | INFO     | Mode : Nouveaux seulement
2026-02-26 07:01:37 | INFO     | Appuie sur Ctrl+C pour arrêter
2026-02-26 07:01:37 | INFO     | ========================================
2026-02-26 07:01:37 | INFO     | Début vérification des emails
2026-02-26 07:01:37 | INFO     | ========================================
2026-02-26 07:01:37 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:01:38 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:01:39 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:01:39 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:01:39 | INFO     | Déconnexion propre réussie
2026-02-26 07:01:39 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:02:39 | INFO     | ========================================
2026-02-26 07:02:39 | INFO     | Début vérification des emails
2026-02-26 07:02:39 | INFO     | ========================================
2026-02-26 07:02:39 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:02:40 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:02:41 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:02:41 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:02:41 | INFO     | Déconnexion propre réussie
2026-02-26 07:02:41 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:03:41 | INFO     | ========================================
2026-02-26 07:03:41 | INFO     | Début vérification des emails
2026-02-26 07:03:41 | INFO     | ========================================
2026-02-26 07:03:41 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:03:42 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:03:43 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:03:43 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:03:43 | INFO     | Déconnexion propre réussie
2026-02-26 07:03:43 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:04:43 | INFO     | ========================================
2026-02-26 07:04:43 | INFO     | Début vérification des emails
2026-02-26 07:04:43 | INFO     | ========================================
2026-02-26 07:04:43 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:04:45 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:04:45 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:04:45 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:04:46 | INFO     | Déconnexion propre réussie
2026-02-26 07:04:46 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:05:46 | INFO     | ========================================
2026-02-26 07:05:46 | INFO     | Début vérification des emails
2026-02-26 07:05:46 | INFO     | ========================================
2026-02-26 07:05:46 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:05:47 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:05:47 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:05:47 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:05:48 | INFO     | Déconnexion propre réussie
2026-02-26 07:05:48 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:06:48 | INFO     | ========================================
2026-02-26 07:06:48 | INFO     | Début vérification des emails
2026-02-26 07:06:48 | INFO     | ========================================
2026-02-26 07:06:48 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:06:48 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:06:49 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:06:49 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:06:49 | INFO     | Déconnexion propre réussie
2026-02-26 07:06:49 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:07:49 | INFO     | ========================================
2026-02-26 07:07:49 | INFO     | Début vérification des emails
2026-02-26 07:07:49 | INFO     | ========================================
2026-02-26 07:07:49 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:07:50 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:07:51 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:07:51 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:07:52 | INFO     | Déconnexion propre réussie
2026-02-26 07:07:52 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:08:52 | INFO     | ========================================
2026-02-26 07:08:52 | INFO     | Début vérification des emails
2026-02-26 07:08:52 | INFO     | ========================================
2026-02-26 07:08:52 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:08:52 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:08:53 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:08:53 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:08:54 | INFO     | Déconnexion propre réussie
2026-02-26 07:08:54 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:09:54 | INFO     | ========================================
2026-02-26 07:09:54 | INFO     | Début vérification des emails
2026-02-26 07:09:54 | INFO     | ========================================
2026-02-26 07:09:54 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:09:55 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:09:56 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:09:56 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:09:56 | INFO     | Déconnexion propre réussie
2026-02-26 07:09:56 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:10:56 | INFO     | ========================================
2026-02-26 07:10:56 | INFO     | Début vérification des emails
2026-02-26 07:10:56 | INFO     | ========================================
2026-02-26 07:10:56 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:10:57 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:10:58 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:10:58 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:10:58 | INFO     | Déconnexion propre réussie
2026-02-26 07:10:58 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:11:58 | INFO     | ========================================
2026-02-26 07:11:58 | INFO     | Début vérification des emails
2026-02-26 07:11:58 | INFO     | ========================================
2026-02-26 07:11:58 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:11:59 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:12:00 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:12:00 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:12:00 | INFO     | Déconnexion propre réussie
2026-02-26 07:12:00 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:13:00 | INFO     | ========================================
2026-02-26 07:13:00 | INFO     | Début vérification des emails
2026-02-26 07:13:00 | INFO     | ========================================
2026-02-26 07:13:00 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:13:01 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:13:02 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:13:02 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:13:02 | INFO     | Déconnexion propre réussie
2026-02-26 07:13:02 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:14:02 | INFO     | ========================================
2026-02-26 07:14:02 | INFO     | Début vérification des emails
2026-02-26 07:14:02 | INFO     | ========================================
2026-02-26 07:14:02 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:14:03 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:14:07 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:14:07 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:14:08 | INFO     | Déconnexion propre réussie
2026-02-26 07:14:08 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:15:08 | INFO     | ========================================
2026-02-26 07:15:08 | INFO     | Début vérification des emails
2026-02-26 07:15:08 | INFO     | ========================================
2026-02-26 07:15:08 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:15:09 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:15:10 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:15:10 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:15:10 | INFO     | Déconnexion propre réussie
2026-02-26 07:15:10 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:16:10 | INFO     | ========================================
2026-02-26 07:16:10 | INFO     | Début vérification des emails
2026-02-26 07:16:10 | INFO     | ========================================
2026-02-26 07:16:10 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:16:11 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:16:12 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:16:12 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:16:12 | INFO     | Déconnexion propre réussie
2026-02-26 07:16:12 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:17:12 | INFO     | ========================================
2026-02-26 07:17:12 | INFO     | Début vérification des emails
2026-02-26 07:17:12 | INFO     | ========================================
2026-02-26 07:17:12 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:17:13 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:17:14 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:17:14 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:17:15 | INFO     | Déconnexion propre réussie
2026-02-26 07:17:15 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:18:15 | INFO     | ========================================
2026-02-26 07:18:15 | INFO     | Début vérification des emails
2026-02-26 07:18:15 | INFO     | ========================================
2026-02-26 07:18:15 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:18:16 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:18:16 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:18:16 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:18:17 | INFO     | Déconnexion propre réussie
2026-02-26 07:18:17 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:19:17 | INFO     | ========================================
2026-02-26 07:19:17 | INFO     | Début vérification des emails
2026-02-26 07:19:17 | INFO     | ========================================
2026-02-26 07:19:17 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:19:18 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:19:19 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:19:19 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:19:19 | INFO     | Déconnexion propre réussie
2026-02-26 07:19:19 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:20:19 | INFO     | ========================================
2026-02-26 07:20:19 | INFO     | Début vérification des emails
2026-02-26 07:20:19 | INFO     | ========================================
2026-02-26 07:20:19 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:20:20 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:20:21 | INFO     | Aucun nouveau email trouvé
2026-02-26 07:20:21 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:20:21 | INFO     | Déconnexion propre réussie
2026-02-26 07:20:21 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 07:21:21 | INFO     | ========================================
2026-02-26 07:21:21 | INFO     | Début vérification des emails
2026-02-26 07:21:21 | INFO     | ========================================
2026-02-26 07:21:21 | INFO     | Tentative de connexion IMAP...
2026-02-26 07:21:22 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 07:23:11 | ERROR    | Erreur récupération emails : command: SELECT => socket error: EOF
2026-02-26 07:23:11 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 07:23:11 | WARNING  | Déconnexion forcée : socket error: EOF occurred in violation of protocol (_ssl.c:2436)
2026-02-26 07:23:11 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:16:08 | INFO     | ========================================
2026-02-26 13:16:08 | INFO     | Début vérification des emails
2026-02-26 13:16:08 | INFO     | ========================================
2026-02-26 13:16:08 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:16:11 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:16:13 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:16:13 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:16:13 | INFO     | Déconnexion propre réussie
2026-02-26 13:16:13 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:17:13 | INFO     | ========================================
2026-02-26 13:17:13 | INFO     | Début vérification des emails
2026-02-26 13:17:13 | INFO     | ========================================
2026-02-26 13:17:13 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:17:14 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:17:15 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:17:15 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:17:15 | INFO     | Déconnexion propre réussie
2026-02-26 13:17:15 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:18:15 | INFO     | ========================================
2026-02-26 13:18:15 | INFO     | Début vérification des emails
2026-02-26 13:18:15 | INFO     | ========================================
2026-02-26 13:18:15 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:18:16 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:18:16 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:18:16 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:18:16 | INFO     | Déconnexion propre réussie
2026-02-26 13:18:16 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:19:16 | INFO     | ========================================
2026-02-26 13:19:16 | INFO     | Début vérification des emails
2026-02-26 13:19:16 | INFO     | ========================================
2026-02-26 13:19:16 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:19:18 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:19:18 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:19:18 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:19:18 | INFO     | Déconnexion propre réussie
2026-02-26 13:19:18 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:20:18 | INFO     | ========================================
2026-02-26 13:20:18 | INFO     | Début vérification des emails
2026-02-26 13:20:18 | INFO     | ========================================
2026-02-26 13:20:18 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:20:20 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:20:21 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:20:21 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:20:21 | INFO     | Déconnexion propre réussie
2026-02-26 13:20:21 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:21:21 | INFO     | ========================================
2026-02-26 13:21:21 | INFO     | Début vérification des emails
2026-02-26 13:21:21 | INFO     | ========================================
2026-02-26 13:21:21 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:21:22 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:21:23 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:21:23 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:21:23 | INFO     | Déconnexion propre réussie
2026-02-26 13:21:23 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:22:23 | INFO     | ========================================
2026-02-26 13:22:23 | INFO     | Début vérification des emails
2026-02-26 13:22:23 | INFO     | ========================================
2026-02-26 13:22:23 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:22:24 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:22:25 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:22:25 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:22:25 | INFO     | Déconnexion propre réussie
2026-02-26 13:22:25 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:23:25 | INFO     | ========================================
2026-02-26 13:23:25 | INFO     | Début vérification des emails
2026-02-26 13:23:25 | INFO     | ========================================
2026-02-26 13:23:25 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:23:26 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:23:26 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:23:26 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:23:27 | INFO     | Déconnexion propre réussie
2026-02-26 13:23:27 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:24:27 | INFO     | ========================================
2026-02-26 13:24:27 | INFO     | Début vérification des emails
2026-02-26 13:24:27 | INFO     | ========================================
2026-02-26 13:24:27 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:24:27 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:24:28 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:24:28 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:24:28 | INFO     | Déconnexion propre réussie
2026-02-26 13:24:28 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:25:28 | INFO     | ========================================
2026-02-26 13:25:28 | INFO     | Début vérification des emails
2026-02-26 13:25:28 | INFO     | ========================================
2026-02-26 13:25:28 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:25:29 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:25:30 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:25:30 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:25:30 | INFO     | Déconnexion propre réussie
2026-02-26 13:25:30 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:26:30 | INFO     | ========================================
2026-02-26 13:26:30 | INFO     | Début vérification des emails
2026-02-26 13:26:30 | INFO     | ========================================
2026-02-26 13:26:30 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:26:31 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:26:32 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:26:32 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:26:32 | INFO     | Déconnexion propre réussie
2026-02-26 13:26:32 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:27:32 | INFO     | ========================================
2026-02-26 13:27:32 | INFO     | Début vérification des emails
2026-02-26 13:27:32 | INFO     | ========================================
2026-02-26 13:27:32 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:27:33 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:27:33 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:27:33 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:27:34 | INFO     | Déconnexion propre réussie
2026-02-26 13:27:34 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:28:34 | INFO     | ========================================
2026-02-26 13:28:34 | INFO     | Début vérification des emails
2026-02-26 13:28:34 | INFO     | ========================================
2026-02-26 13:28:34 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:28:34 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:28:35 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:28:35 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:28:36 | INFO     | Déconnexion propre réussie
2026-02-26 13:28:36 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:29:36 | INFO     | ========================================
2026-02-26 13:29:36 | INFO     | Début vérification des emails
2026-02-26 13:29:36 | INFO     | ========================================
2026-02-26 13:29:36 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:29:36 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:29:37 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:29:37 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:29:37 | INFO     | Déconnexion propre réussie
2026-02-26 13:29:37 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:30:37 | INFO     | ========================================
2026-02-26 13:30:37 | INFO     | Début vérification des emails
2026-02-26 13:30:37 | INFO     | ========================================
2026-02-26 13:30:37 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:30:38 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:30:39 | INFO     | Aucun nouveau email trouvé
2026-02-26 13:30:39 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-02-26 13:30:39 | INFO     | Déconnexion propre réussie
2026-02-26 13:30:39 | INFO     | Prochaine vérification dans 1 minute(s)
2026-02-26 13:31:39 | INFO     | ========================================
2026-02-26 13:31:39 | INFO     | Début vérification des emails
2026-02-26 13:31:39 | INFO     | ========================================
2026-02-26 13:31:39 | INFO     | Tentative de connexion IMAP...
2026-02-26 13:31:40 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-02-26 13:31:40 | INFO     | Aucun nouveau email trouvé
